"account_name","clicks","datasource","date","source","call_clicks","direction_requests","impressions","account_id","google_account_id","review_count","review_average_rating","review_total_count","search_keyword"
"VicTree Websites, LLC","0","google_my_business","2026-03-04","google_my_business","","","0","locations/12273663697261277118","accounts/108594679417284806431","1","5","22",""
"Ranger Tree Care LLC","5","google_my_business","2026-03-04","google_my_business","0","0","16","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2026-03-04","google_my_business","","","0","locations/3185477627235564949","accounts/108594679417284806431","2","5","95",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","4","google_my_business","2026-03-04","google_my_business","0","0","12","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2026-03-04","google_my_business","","","0","locations/13211920191313033996","accounts/108594679417284806431","1","5","82",""
"Green Bear Tree Service LLC","7","google_my_business","2026-03-04","google_my_business","1","6","24","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2026-03-04","google_my_business","","","0","locations/2223340949376412218","accounts/108594679417284806431","2","5","197",""
"Fonville Tree Service","3","google_my_business","2026-03-04","google_my_business","0","0","13","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Fonville Tree Service","0","google_my_business","2026-03-04","google_my_business","","","0","locations/17007500012128260116","accounts/108594679417284806431","3","5","115",""
"Elite Tree Service","2","google_my_business","2026-03-04","google_my_business","0","0","25","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2026-03-04","google_my_business","","","0","locations/4151324753493961898","accounts/108594679417284806431","0","5","156",""
"TN Tree Preservation","4","google_my_business","2026-03-04","google_my_business","2","2","28","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2026-03-04","google_my_business","","","0","locations/10495544190643686946","accounts/108594679417284806431","3","5","165",""
"Better Way Land Management LLC","5","google_my_business","2026-03-05","google_my_business","0","0","11","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2026-03-05","google_my_business","0","0","5","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2026-03-05","google_my_business","0","0","7","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","1","google_my_business","2026-03-05","google_my_business","0","0","3","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","2","google_my_business","2026-03-05","google_my_business","0","0","8","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","8","google_my_business","2026-03-05","google_my_business","1","2","18","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","7","google_my_business","2026-03-05","google_my_business","1","0","26","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","2","google_my_business","2026-03-05","google_my_business","0","2","18","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","3","google_my_business","2026-03-05","google_my_business","2","0","45","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","3","google_my_business","2026-03-06","google_my_business","0","0","15","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2026-03-06","google_my_business","0","0","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","5","google_my_business","2026-03-06","google_my_business","0","0","12","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","4","google_my_business","2026-03-06","google_my_business","0","0","15","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2026-03-06","google_my_business","0","0","5","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2026-03-06","google_my_business","0","1","17","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","6","google_my_business","2026-03-06","google_my_business","0","0","22","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","2","google_my_business","2026-03-06","google_my_business","0","0","7","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","1","google_my_business","2026-03-06","google_my_business","0","16","31","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","6","google_my_business","2026-03-07","google_my_business","0","0","13","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2026-03-07","google_my_business","0","0","4","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2026-03-07","google_my_business","0","0","8","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","3","google_my_business","2026-03-07","google_my_business","0","0","12","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2026-03-07","google_my_business","0","0","5","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","3","google_my_business","2026-03-07","google_my_business","0","0","24","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","6","google_my_business","2026-03-07","google_my_business","1","6","13","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2026-03-07","google_my_business","0","1","2","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2026-03-07","google_my_business","1","0","24","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","5","google_my_business","2026-03-08","google_my_business","2","0","10","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2026-03-08","google_my_business","0","0","0","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2026-03-08","google_my_business","0","0","8","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","1","google_my_business","2026-03-08","google_my_business","0","0","6","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","1","google_my_business","2026-03-08","google_my_business","0","0","1","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","0","google_my_business","2026-03-08","google_my_business","0","1","13","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","4","google_my_business","2026-03-08","google_my_business","0","1","13","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2026-03-08","google_my_business","0","2","7","locations/4151324753493961898","accounts/108594679417284806431","","","",""
